Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
2102027,2103634,kai bun=suja,224,kai bunsuja
2128234,2129871,kan=do,225,kando
2130008,2131747,katan=do,226,katando
2132026,2133612,kan=do,227,kando
2135656,2137395,utsu?=ja kan=do,228,utsuja kando
2137552,2139169,katan=do,229,katando
2144218,2147248,kamadiru kataru=do kataru=do<=mo iu> ,230,kamadiru katarudo katarudoqmo qiu 
2159701,2162559,n unu=du ndjaru=do ndjan=do,231,n unudu ndjarudo ndjando
2162981,2164577,ndjan=do,232,ndjando
2170506,2172118,ndjaru=do,233,ndjarudo
2179671,2181166,kataru=do,234,katarudo
2194625,2196517,unu ttu=ja katan=do,235,unu ttuja katando
2210602,2211975,ndjaru=do,236,ndjarudo
2220796,2222342,nnun=do,237,nnundo
2223999,2225759,unu ttu=ja nnun=do,238,unu ttuja nnundo
2233859,2235303,nnun=do,239,nnundo
2240425,2242134,nnun=do,240,nnundo
2252021,2254131,<terebi> nni=du buru=do,241,qterebi nnidu burudo
2256086,2258039,<terebi> nni=du buru=do,242,qterebi nnidu burudo
2276081,2277442,nni=du buru=do,244,nnidu burudo
2285566,2288158,unu ttu=tu unu ttu=tu=ja nni=du buru=do,245,unu ttutu unu ttutuja nnidu burudo
2428126,2429738,nu=ba ha=nga,248,nuba hanga
2449921,2452176,i=du hataru=do mai=ni=du,249,idu hatarudo mainidu
2483870,2485870,nai i=du hai buru,252,nai idu hai buru
2505601,2507163,nu=bai si bu=nga,254,nubai si bunga
2509443,2511433,nubai si bu=nga,255,nubai si bunga
2515019,2516893,nu=bai si bu=nga,256,nubai si bunga
2530425,2531904,nu=bai si bu=nga,257,nubai si bunga
2890425,2892200,maisagu naru,301,maisagu naru
2911871,2914392,maisagu nan=suja,305,maisagu nansuja
2961434,2963067,di katjan,308,di katjan
2964699,2965770,katjan,309,katjan
2973897,2975468,di kati=du buru,310,di katidu buru
2980243,2981753,nu=ba katja=na,311,nuba katjana
2986906,2988436,di=du katjaru,312,didu katjaru
3030598,3033179,nu=nga tubi hju=nga,313,nunga tubi hjunga
3037837,3039857,nu=ba tubi hju=nga,314,nuba tubi hjunga
3050410,3052553,nu=ba hju=nga,316,nuba hjunga
3059817,3061358,hatu=nga tubi hjun,317,hatunga tubi hjun
3063995,3065719,hatu=nga tubi hjun,318,hatunga tubi hjun
3073969,3076591,nu=du tubi hju=nga,319,nudu tubi hjunga
3080810,3082463,hatu=nga tubi hjun,320,hatunga tubi hjun
3105063,3106267,katjan=do,321,katjando
3110206,3111971,nai=gara=du kagu,322,naigaradu kagu
3114557,3115333,kagu,323,kagu
3182654,3183939,nni wari,329,nni wari
3193091,3194979,nni wari nni,330,nni wari nni
3218947,3221089,nni nni=ndi,333,nni nnindi
3224712,3226008,nni<=to iu=wake>,334,nniqto qiuwake
3250798,3252144,nniri hai,335,nniri hai
3252910,3254593,nniri hai<=to=ga iu>,336,nniri haiqtoga qiu
3275878,3278531,anu=ja mo nni busararu=dja,338,anuja mo nni busararudja
3278734,3281122,nintja ttan nniri hai,339,nintja ttan nniri hai
3308126,3310085,nni busan nni busan nindanuti,342,nni busan nni busan nindanuti
3315421,3319196,nniri<=to ittara sin n sini>,343,nniriqto qittara qsin qn qsini
3321604,3323012,nniri hai<=ttara>,344,nniri haiqttara
3338348,3340327,agi turasi nni,346,agi turasi nni
3342918,3344306,agi turasi nni,347,agi turasi nni
3361309,3363258,agi turasi nni,350,agi turasi nni
3488231,3490271,min=nga tamai bun=suja,364,minnga tamai bunsuja
3493103,3495215,min=nga tamai bun=suja,366,minnga tamai bunsuja
3702918,3704020,kunna,387,kunna
3721305,3722407,ku,388,ku
3730661,3731549,kagi,389,kagi
3762347,3763720,ku=jo,392,kujo
