Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
4227499,4228592,maibara,168,maibara
4228615,4229448,tsubara,169,tsubara
4242007,4242787,tunai,170,tunai
4255293,4256640,maama=nka hir=i=jo,171,maamanka hirijo
4268302,4270182,maama=nka hi tura-i,172,maamanka hi turai
4282918,4284171,kama=nu kata,173,kamanu kata
4297025,4298325,nin-bata,174,ninbata
4354173,4356079,nugu si-ti=ba hi-ru=kaja=je,178,nugu sitiba hirukajaje
4412216,4413709,aga nnari tura-i,179,aga nnari turai
4515886,4516786,midiru,180,midiru
4549033,4552073,nun=di unnaga=ja midiru nai b-u=nga,181,nundi unnagaja midiru nai bunga
4672837,4674557,tsumi bu-n su=du maci,182,tsumi bun sudu maci
4677013,4677653,tsumi,183,tsumi
4935125,4936351,naa-sa=du aru,187,naasadu aru
4942618,4943678,mara=daru,188,maradaru
4948098,4948811,mara-n,189,maran
4965504,4966290,taga-n,190,tagan
4975080,4976353,taga-ru duguru,191,tagaru duguru
5003385,5004685,taga-n=suja,193,tagansuja
5010391,5013351,unu dama=ja taga=du an=suja,194,unu damaja tagadu ansuja
5025847,5026661,kka=du ar-u,195,kkadu aru
5058140,5061074,unu dama=ja kka=du a-n=suja,196,unu damaja kkadu ansuja
5103919,5105365,maisan=suja,197,maisansuja
5117818,5120612,maisa-ru isu=du an=suja,198,maisaru isudu ansuja
5134982,5136689,gumaatati=nu ttu=du an-suja,200,gumaatatinu ttudu ansuja
5169092,5172392,gumaatati=nu isu=nki=ja ntu-nna=jo,201,gumaatatinu isunkija ntunnajo
5224234,5225394,maasiku,203,maasiku
5236730,5238984,uma=ja ttu=nga maasiku bu-n=suja,204,umaja ttunga maasiku bunsuja
5278161,5280441,uma=ja ttu=nga maasiku bu=nga=je,205,umaja ttunga maasiku bungaje
5378846,5379946,duttu=nu ttu,206,duttunu ttu
5385239,5386426,bara-sa-ru ttu,207,barasaru ttu
5389928,5390975,dana ttu,208,dana ttu
5406238,5407218,nin-sa-n,210,ninsan
5416446,5417666,nuru-sa=du ar-u,211,nurusadu aru
