Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
3240828,3242838,kacimasa=du ataru=do,251,kacimasadu atarudo
3270148,3273088,kacimasa=du ataru=do,255,kacimasadu atarudo
3273128,3276108,kacimasa=du butaru=do<=to iu=no=wa>,256,kacimasadu butarudoqto qiunowa
3315188,3317198,a=nga nai buru duguru=ja,258,anga nai buru duguruja
3321448,3324058,a=nga nai buru duguru=ja,259,anga nai buru duguruja
3325053,3328653,huruntai=du buru<=to=ka> kacimasa=du aru=do,260,huruntaidu buruqtoka kacimasadu arudo
3351083,3354143,a=nga nai tumai buru duguru=ja,261,anga nai tumai buru duguruja
3390448,3392028,a kacimasa=du ata=nga,264,a kacimasadu atanga
3397308,3399038,nai buru duguru=ja,265,nai buru duguruja
3427978,3431088,mai butaru duguru=ja kacimasa=du ata=ba,269,mai butaru duguruja kacimasadu ataba
3432803,3435023,nai=nu duguru=nki utsuru=do,270,nainu dugurunki utsurudo
3458613,3461983,nai=nu duguru=nki <moo sude=ni utsuta koto=ga=jo=ne>,272,nainu dugurunki qmoo qsudeni qutsuta qkotogajone
