t1,t2,label,fname,prev_word,prev_word_start,prev_word_end,next_word,next_word_start,next_word_end,sentence
0.21,1.06,ngguriduru,YO0015_yoneshiro_grammar_20130612/aligned/80.TextGrid,,0.0,0.21,,1.06,1.26,ngguriduru
1.06,1.26,,YO0015_yoneshiro_grammar_20130612/aligned/80.TextGrid,ngguriduru,0.21,1.06,sentence_end,sentence_end,sentence_end,ngguriduru
0.0,0.17,,YO0015_yoneshiro_grammar_20130612/aligned/81.TextGrid,sentence_start,sentence_start,sentence_start,nggurirudu,0.17,0.8,nggurirudu burudatana
0.17,0.8,nggurirudu,YO0015_yoneshiro_grammar_20130612/aligned/81.TextGrid,,0.0,0.17,burudatana,0.8,1.93,nggurirudu burudatana
0.8,1.93,burudatana,YO0015_yoneshiro_grammar_20130612/aligned/81.TextGrid,nggurirudu,0.17,0.8,,1.93,2.0,nggurirudu burudatana
1.93,2.0,,YO0015_yoneshiro_grammar_20130612/aligned/81.TextGrid,burudatana,0.8,1.93,sentence_end,sentence_end,sentence_end,nggurirudu burudatana
0.0,0.17,,YO0015_yoneshiro_grammar_20130612/aligned/12.TextGrid,sentence_start,sentence_start,sentence_start,ndanga,0.17,0.66,ndanga
0.17,0.66,ndanga,YO0015_yoneshiro_grammar_20130612/aligned/12.TextGrid,,0.0,0.17,,0.66,1.0,ndanga
0.66,1.0,,YO0015_yoneshiro_grammar_20130612/aligned/12.TextGrid,ndanga,0.17,0.66,sentence_end,sentence_end,sentence_end,ndanga
0.0,0.13,,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,sentence_start,sentence_start,sentence_start,qkankookjakunga,0.13,1.67,qkankookjakunga tta maisagu nai buru
0.13,1.67,qkankookjakunga,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,,0.0,0.13,,1.67,2.93,qkankookjakunga tta maisagu nai buru
1.67,2.93,,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,qkankookjakunga,0.13,1.67,tta,2.93,3.52,qkankookjakunga tta maisagu nai buru
2.93,3.52,tta,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,,1.67,2.93,,3.52,4.41,qkankookjakunga tta maisagu nai buru
3.52,4.41,,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,tta,2.93,3.52,maisagu,4.41,5.08,qkankookjakunga tta maisagu nai buru
4.41,5.08,maisagu,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,,3.52,4.41,nai,5.08,5.4,qkankookjakunga tta maisagu nai buru
5.08,5.4,nai,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,maisagu,4.41,5.08,buru,5.4,5.75,qkankookjakunga tta maisagu nai buru
5.4,5.75,buru,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,nai,5.08,5.4,,5.75,5.985,qkankookjakunga tta maisagu nai buru
5.75,5.985,,YO0015_yoneshiro_grammar_20130612/aligned/213.TextGrid,buru,5.4,5.75,sentence_end,sentence_end,sentence_end,qkankookjakunga tta maisagu nai buru
0.0,0.36,,YO0015_yoneshiro_grammar_20130612/aligned/20.TextGrid,sentence_start,sentence_start,sentence_start,nnisija,0.36,1.01,nnisija qjozikan kagarun
0.36,1.01,nnisija,YO0015_yoneshiro_grammar_20130612/aligned/20.TextGrid,,0.0,0.36,qjozikan,1.01,1.75,nnisija qjozikan kagarun
1.01,1.75,qjozikan,YO0015_yoneshiro_grammar_20130612/aligned/20.TextGrid,nnisija,0.36,1.01,kagarun,1.75,2.32,nnisija qjozikan kagarun
1.75,2.32,kagarun,YO0015_yoneshiro_grammar_20130612/aligned/20.TextGrid,qjozikan,1.01,1.75,,2.32,2.49,nnisija qjozikan kagarun
2.32,2.49,,YO0015_yoneshiro_grammar_20130612/aligned/20.TextGrid,kagarun,1.75,2.32,sentence_end,sentence_end,sentence_end,nnisija qjozikan kagarun
0.0,0.24,,YO0015_yoneshiro_grammar_20130612/aligned/68.TextGrid,sentence_start,sentence_start,sentence_start,naidu,0.24,0.77,naidu i hai cimasjaru
0.24,0.77,naidu,YO0015_yoneshiro_grammar_20130612/aligned/68.TextGrid,,0.0,0.24,i,0.77,0.97,naidu i hai cimasjaru
0.77,0.97,i,YO0015_yoneshiro_grammar_20130612/aligned/68.TextGrid,naidu,0.24,0.77,hai,0.97,1.31,naidu i hai cimasjaru
0.97,1.31,hai,YO0015_yoneshiro_grammar_20130612/aligned/68.TextGrid,i,0.77,0.97,,1.31,1.38,naidu i hai cimasjaru
1.31,1.38,,YO0015_yoneshiro_grammar_20130612/aligned/68.TextGrid,hai,0.97,1.31,cimasjaru,1.38,1.98,naidu i hai cimasjaru
1.38,1.98,cimasjaru,YO0015_yoneshiro_grammar_20130612/aligned/68.TextGrid,,1.31,1.38,,1.98,2.17,naidu i hai cimasjaru
1.98,2.17,,YO0015_yoneshiro_grammar_20130612/aligned/68.TextGrid,cimasjaru,1.38,1.98,sentence_end,sentence_end,sentence_end,naidu i hai cimasjaru
0.0,0.32,,YO0015_yoneshiro_grammar_20130612/aligned/135.TextGrid,sentence_start,sentence_start,sentence_start,ndigisando,0.32,1.63,ndigisando
0.32,1.63,ndigisando,YO0015_yoneshiro_grammar_20130612/aligned/135.TextGrid,,0.0,0.32,,1.63,1.95,ndigisando
1.63,1.95,,YO0015_yoneshiro_grammar_20130612/aligned/135.TextGrid,ndigisando,0.32,1.63,sentence_end,sentence_end,sentence_end,ndigisando
0.0,0.1,,YO0015_yoneshiro_grammar_20130612/aligned/69.TextGrid,sentence_start,sentence_start,sentence_start,cimasjaru,0.1,0.74,cimasjaru
0.1,0.74,cimasjaru,YO0015_yoneshiro_grammar_20130612/aligned/69.TextGrid,,0.0,0.1,,0.74,0.97,cimasjaru
0.74,0.97,,YO0015_yoneshiro_grammar_20130612/aligned/69.TextGrid,cimasjaru,0.1,0.74,sentence_end,sentence_end,sentence_end,cimasjaru
0.0,0.2,,YO0015_yoneshiro_grammar_20130612/aligned/134.TextGrid,sentence_start,sentence_start,sentence_start,ndigisando,0.2,1.38,ndigisando
0.2,1.38,ndigisando,YO0015_yoneshiro_grammar_20130612/aligned/134.TextGrid,,0.0,0.2,,1.38,1.57,ndigisando
1.38,1.57,,YO0015_yoneshiro_grammar_20130612/aligned/134.TextGrid,ndigisando,0.2,1.38,sentence_end,sentence_end,sentence_end,ndigisando
0.0,0.17,,YO0015_yoneshiro_grammar_20130612/aligned/265.TextGrid,sentence_start,sentence_start,sentence_start,marikaiti,0.17,0.94,marikaiti sunsuja
0.17,0.94,marikaiti,YO0015_yoneshiro_grammar_20130612/aligned/265.TextGrid,,0.0,0.17,sunsuja,0.94,1.94,marikaiti sunsuja
0.94,1.94,sunsuja,YO0015_yoneshiro_grammar_20130612/aligned/265.TextGrid,marikaiti,0.17,0.94,,1.94,2.193,marikaiti sunsuja
1.94,2.193,,YO0015_yoneshiro_grammar_20130612/aligned/265.TextGrid,sunsuja,0.94,1.94,sentence_end,sentence_end,sentence_end,marikaiti sunsuja
0.0,0.16,,YO0015_yoneshiro_grammar_20130612/aligned/264.TextGrid,sentence_start,sentence_start,sentence_start,marikaiti,0.16,0.89,marikaiti sunsuja
0.16,0.89,marikaiti,YO0015_yoneshiro_grammar_20130612/aligned/264.TextGrid,,0.0,0.16,sunsuja,0.89,1.72,marikaiti sunsuja
0.89,1.72,sunsuja,YO0015_yoneshiro_grammar_20130612/aligned/264.TextGrid,marikaiti,0.16,0.89,,1.72,1.91,marikaiti sunsuja
1.72,1.91,,YO0015_yoneshiro_grammar_20130612/aligned/264.TextGrid,sunsuja,0.89,1.72,sentence_end,sentence_end,sentence_end,marikaiti sunsuja
0.0,0.1,,YO0015_yoneshiro_grammar_20130612/aligned/7.TextGrid,sentence_start,sentence_start,sentence_start,kuba,0.1,0.44,kuba nsaru munu
0.1,0.44,kuba,YO0015_yoneshiro_grammar_20130612/aligned/7.TextGrid,,0.0,0.1,nsaru,0.44,0.85,kuba nsaru munu
0.44,0.85,nsaru,YO0015_yoneshiro_grammar_20130612/aligned/7.TextGrid,kuba,0.1,0.44,munu,0.85,1.25,kuba nsaru munu
0.85,1.25,munu,YO0015_yoneshiro_grammar_20130612/aligned/7.TextGrid,nsaru,0.44,0.85,,1.25,1.55,kuba nsaru munu
1.25,1.55,,YO0015_yoneshiro_grammar_20130612/aligned/7.TextGrid,munu,0.85,1.25,sentence_end,sentence_end,sentence_end,kuba nsaru munu
0.0,0.14,,YO0015_yoneshiro_grammar_20130612/aligned/199.TextGrid,sentence_start,sentence_start,sentence_start,nunga,0.14,0.68,nunga hajakajaje
0.14,0.68,nunga,YO0015_yoneshiro_grammar_20130612/aligned/199.TextGrid,,0.0,0.14,,0.68,0.72,nunga hajakajaje
0.68,0.72,,YO0015_yoneshiro_grammar_20130612/aligned/199.TextGrid,nunga,0.14,0.68,hajakajaje,0.72,1.85,nunga hajakajaje
0.72,1.85,hajakajaje,YO0015_yoneshiro_grammar_20130612/aligned/199.TextGrid,,0.68,0.72,,1.85,1.87,nunga hajakajaje
1.85,1.87,,YO0015_yoneshiro_grammar_20130612/aligned/199.TextGrid,hajakajaje,0.72,1.85,sentence_end,sentence_end,sentence_end,nunga hajakajaje
0.0,0.09,,YO0015_yoneshiro_grammar_20130612/aligned/198.TextGrid,sentence_start,sentence_start,sentence_start,nunga,0.09,0.51,nunga hajakajandin
0.09,0.51,nunga,YO0015_yoneshiro_grammar_20130612/aligned/198.TextGrid,,0.0,0.09,hajakajandin,0.51,1.68,nunga hajakajandin
0.51,1.68,hajakajandin,YO0015_yoneshiro_grammar_20130612/aligned/198.TextGrid,nunga,0.09,0.51,,1.68,1.81,nunga hajakajandin
1.68,1.81,,YO0015_yoneshiro_grammar_20130612/aligned/198.TextGrid,hajakajandin,0.51,1.68,sentence_end,sentence_end,sentence_end,nunga hajakajandin
0.0,0.26,,YO0015_yoneshiro_grammar_20130612/aligned/57.TextGrid,sentence_start,sentence_start,sentence_start,hanasi,0.26,0.78,hanasi kirundi umarirun
0.26,0.78,hanasi,YO0015_yoneshiro_grammar_20130612/aligned/57.TextGrid,,0.0,0.26,kirundi,0.78,1.31,hanasi kirundi umarirun
0.78,1.31,kirundi,YO0015_yoneshiro_grammar_20130612/aligned/57.TextGrid,hanasi,0.26,0.78,,1.31,1.36,hanasi kirundi umarirun
1.31,1.36,,YO0015_yoneshiro_grammar_20130612/aligned/57.TextGrid,kirundi,0.78,1.31,umarirun,1.36,2.01,hanasi kirundi umarirun
1.36,2.01,umarirun,YO0015_yoneshiro_grammar_20130612/aligned/57.TextGrid,,1.31,1.36,,2.01,2.19,hanasi kirundi umarirun
2.01,2.19,,YO0015_yoneshiro_grammar_20130612/aligned/57.TextGrid,umarirun,1.36,2.01,sentence_end,sentence_end,sentence_end,hanasi kirundi umarirun
0.0,0.29,,YO0015_yoneshiro_grammar_20130612/aligned/62.TextGrid,sentence_start,sentence_start,sentence_start,naidu,0.29,0.73,naidu i haru
0.29,0.73,naidu,YO0015_yoneshiro_grammar_20130612/aligned/62.TextGrid,,0.0,0.29,i,0.73,0.98,naidu i haru
0.73,0.98,i,YO0015_yoneshiro_grammar_20130612/aligned/62.TextGrid,naidu,0.29,0.73,haru,0.98,1.39,naidu i haru
0.98,1.39,haru,YO0015_yoneshiro_grammar_20130612/aligned/62.TextGrid,i,0.73,0.98,,1.39,1.71,naidu i haru
1.39,1.71,,YO0015_yoneshiro_grammar_20130612/aligned/62.TextGrid,haru,0.98,1.39,sentence_end,sentence_end,sentence_end,naidu i haru
0.0,0.13,,YO0015_yoneshiro_grammar_20130612/aligned/63.TextGrid,sentence_start,sentence_start,sentence_start,naidu,0.13,0.92,naidu
0.13,0.92,naidu,YO0015_yoneshiro_grammar_20130612/aligned/63.TextGrid,,0.0,0.13,,0.92,1.13,naidu
0.92,1.13,,YO0015_yoneshiro_grammar_20130612/aligned/63.TextGrid,naidu,0.13,0.92,sentence_end,sentence_end,sentence_end,naidu
0.0,0.14,,YO0015_yoneshiro_grammar_20130612/aligned/251.TextGrid,sentence_start,sentence_start,sentence_start,nbaranbara,0.14,1.14,nbaranbara
0.14,1.14,nbaranbara,YO0015_yoneshiro_grammar_20130612/aligned/251.TextGrid,,0.0,0.14,,1.14,1.33,nbaranbara
1.14,1.33,,YO0015_yoneshiro_grammar_20130612/aligned/251.TextGrid,nbaranbara,0.14,1.14,sentence_end,sentence_end,sentence_end,nbaranbara
0.0,0.14,,YO0015_yoneshiro_grammar_20130612/aligned/250.TextGrid,sentence_start,sentence_start,sentence_start,nbaranbara,0.14,1.36,nbaranbara
0.14,1.36,nbaranbara,YO0015_yoneshiro_grammar_20130612/aligned/250.TextGrid,,0.0,0.14,,1.36,1.7,nbaranbara
1.36,1.7,,YO0015_yoneshiro_grammar_20130612/aligned/250.TextGrid,nbaranbara,0.14,1.36,sentence_end,sentence_end,sentence_end,nbaranbara
0.0,0.1,,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,sentence_start,sentence_start,sentence_start,uninu,0.1,0.77,uninu kkuigata narasi turasi wari
0.1,0.77,uninu,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,,0.0,0.1,,0.77,1.56,uninu kkuigata narasi turasi wari
0.77,1.56,,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,uninu,0.1,0.77,kkuigata,1.56,2.33,uninu kkuigata narasi turasi wari
1.56,2.33,kkuigata,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,,0.77,1.56,,2.33,2.55,uninu kkuigata narasi turasi wari
2.33,2.55,,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,kkuigata,1.56,2.33,narasi,2.55,3.15,uninu kkuigata narasi turasi wari
2.55,3.15,narasi,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,,2.33,2.55,turasi,3.15,3.62,uninu kkuigata narasi turasi wari
3.15,3.62,turasi,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,narasi,2.55,3.15,wari,3.62,3.99,uninu kkuigata narasi turasi wari
3.62,3.99,wari,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,turasi,3.15,3.62,,3.99,4.2,uninu kkuigata narasi turasi wari
3.99,4.2,,YO0015_yoneshiro_grammar_20130612/aligned/218.TextGrid,wari,3.62,3.99,sentence_end,sentence_end,sentence_end,uninu kkuigata narasi turasi wari
0.0,0.17,,YO0015_yoneshiro_grammar_20130612/aligned/219.TextGrid,sentence_start,sentence_start,sentence_start,kkuigata,0.17,0.87,kkuigata
0.17,0.87,kkuigata,YO0015_yoneshiro_grammar_20130612/aligned/219.TextGrid,,0.0,0.17,,0.87,1.13,kkuigata
0.87,1.13,,YO0015_yoneshiro_grammar_20130612/aligned/219.TextGrid,kkuigata,0.17,0.87,sentence_end,sentence_end,sentence_end,kkuigata
0.0,0.18,,YO0015_yoneshiro_grammar_20130612/aligned/15.TextGrid,sentence_start,sentence_start,sentence_start,hai,0.18,0.49,hai turataja nsangaje
0.18,0.49,hai,YO0015_yoneshiro_grammar_20130612/aligned/15.TextGrid,,0.0,0.18,turataja,0.49,1.03,hai turataja nsangaje
0.49,1.03,turataja,YO0015_yoneshiro_grammar_20130612/aligned/15.TextGrid,hai,0.18,0.49,,1.03,1.1,hai turataja nsangaje
1.03,1.1,,YO0015_yoneshiro_grammar_20130612/aligned/15.TextGrid,turataja,0.49,1.03,nsangaje,1.1,1.81,hai turataja nsangaje
1.1,1.81,nsangaje,YO0015_yoneshiro_grammar_20130612/aligned/15.TextGrid,,1.03,1.1,,1.81,1.91,hai turataja nsangaje
1.81,1.91,,YO0015_yoneshiro_grammar_20130612/aligned/15.TextGrid,nsangaje,1.1,1.81,sentence_end,sentence_end,sentence_end,hai turataja nsangaje
0.0,0.21,,YO0015_yoneshiro_grammar_20130612/aligned/14.TextGrid,sentence_start,sentence_start,sentence_start,hai,0.21,0.49,hai turaba nsangaje
0.21,0.49,hai,YO0015_yoneshiro_grammar_20130612/aligned/14.TextGrid,,0.0,0.21,turaba,0.49,0.9,hai turaba nsangaje
0.49,0.9,turaba,YO0015_yoneshiro_grammar_20130612/aligned/14.TextGrid,hai,0.21,0.49,nsangaje,0.9,1.64,hai turaba nsangaje
0.9,1.64,nsangaje,YO0015_yoneshiro_grammar_20130612/aligned/14.TextGrid,turaba,0.49,0.9,,1.64,1.85,hai turaba nsangaje
1.64,1.85,,YO0015_yoneshiro_grammar_20130612/aligned/14.TextGrid,nsangaje,0.9,1.64,sentence_end,sentence_end,sentence_end,hai turaba nsangaje
0.0,0.14,,YO0015_yoneshiro_grammar_20130612/aligned/226.TextGrid,sentence_start,sentence_start,sentence_start,naidu,0.14,0.61,naidu kirunsuja
0.14,0.61,naidu,YO0015_yoneshiro_grammar_20130612/aligned/226.TextGrid,,0.0,0.14,kirunsuja,0.61,1.46,naidu kirunsuja
0.61,1.46,kirunsuja,YO0015_yoneshiro_grammar_20130612/aligned/226.TextGrid,naidu,0.14,0.61,,1.46,1.55,naidu kirunsuja
1.46,1.55,,YO0015_yoneshiro_grammar_20130612/aligned/226.TextGrid,kirunsuja,0.61,1.46,sentence_end,sentence_end,sentence_end,naidu kirunsuja
0.0,0.29,,YO0015_yoneshiro_grammar_20130612/aligned/227.TextGrid,sentence_start,sentence_start,sentence_start,tta,0.29,0.73,tta atsagu naidu kirunsuja
0.29,0.73,tta,YO0015_yoneshiro_grammar_20130612/aligned/227.TextGrid,,0.0,0.29,atsagu,0.73,1.22,tta atsagu naidu kirunsuja
0.73,1.22,atsagu,YO0015_yoneshiro_grammar_20130612/aligned/227.TextGrid,tta,0.29,0.73,naidu,1.22,1.63,tta atsagu naidu kirunsuja
1.22,1.63,naidu,YO0015_yoneshiro_grammar_20130612/aligned/227.TextGrid,atsagu,0.73,1.22,kirunsuja,1.63,2.38,tta atsagu naidu kirunsuja
1.63,2.38,kirunsuja,YO0015_yoneshiro_grammar_20130612/aligned/227.TextGrid,naidu,1.22,1.63,,2.38,2.58,tta atsagu naidu kirunsuja
2.38,2.58,,YO0015_yoneshiro_grammar_20130612/aligned/227.TextGrid,kirunsuja,1.63,2.38,sentence_end,sentence_end,sentence_end,tta atsagu naidu kirunsuja
0.0,0.21,,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,sentence_start,sentence_start,sentence_start,kanu,0.21,0.61,kanu ttunga isi burunni
0.21,0.61,kanu,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,,0.0,0.21,,0.61,0.68,kanu ttunga isi burunni
0.61,0.68,,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,kanu,0.21,0.61,ttunga,0.68,1.14,kanu ttunga isi burunni
0.68,1.14,ttunga,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,,0.61,0.68,,1.14,1.18,kanu ttunga isi burunni
1.14,1.18,,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,ttunga,0.68,1.14,isi,1.18,1.57,kanu ttunga isi burunni
1.18,1.57,isi,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,,1.14,1.18,burunni,1.57,2.53,kanu ttunga isi burunni
1.57,2.53,burunni,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,isi,1.18,1.57,,2.53,2.814,kanu ttunga isi burunni
2.53,2.814,,YO0015_yoneshiro_grammar_20130612/aligned/36.TextGrid,burunni,1.57,2.53,sentence_end,sentence_end,sentence_end,kanu ttunga isi burunni
0.0,0.23,,YO0015_yoneshiro_grammar_20130612/aligned/37.TextGrid,sentence_start,sentence_start,sentence_start,isi,0.23,0.55,isi turai
0.23,0.55,isi,YO0015_yoneshiro_grammar_20130612/aligned/37.TextGrid,,0.0,0.23,turai,0.55,1.07,isi turai
0.55,1.07,turai,YO0015_yoneshiro_grammar_20130612/aligned/37.TextGrid,isi,0.23,0.55,,1.07,1.351,isi turai
1.07,1.351,,YO0015_yoneshiro_grammar_20130612/aligned/37.TextGrid,turai,0.55,1.07,sentence_end,sentence_end,sentence_end,isi turai
0.0,0.03,,YO0015_yoneshiro_grammar_20130612/aligned/297.TextGrid,sentence_start,sentence_start,sentence_start,naranukajaje,0.03,1.26,naranukajaje
0.03,1.26,naranukajaje,YO0015_yoneshiro_grammar_20130612/aligned/297.TextGrid,,0.0,0.03,,1.26,1.58,naranukajaje
1.26,1.58,,YO0015_yoneshiro_grammar_20130612/aligned/297.TextGrid,naranukajaje,0.03,1.26,sentence_end,sentence_end,sentence_end,naranukajaje
0.0,0.05,,YO0015_yoneshiro_grammar_20130612/aligned/296.TextGrid,sentence_start,sentence_start,sentence_start,naranukajaje,0.05,1.18,naranukajaje
0.05,1.18,naranukajaje,YO0015_yoneshiro_grammar_20130612/aligned/296.TextGrid,,0.0,0.05,,1.18,1.42,naranukajaje
1.18,1.42,,YO0015_yoneshiro_grammar_20130612/aligned/296.TextGrid,naranukajaje,0.05,1.18,sentence_end,sentence_end,sentence_end,naranukajaje
0.0,0.12,,YO0015_yoneshiro_grammar_20130612/aligned/205.TextGrid,sentence_start,sentence_start,sentence_start,kaisi,0.12,0.91,kaisi
0.12,0.91,kaisi,YO0015_yoneshiro_grammar_20130612/aligned/205.TextGrid,,0.0,0.12,,0.91,1.04,kaisi
0.91,1.04,,YO0015_yoneshiro_grammar_20130612/aligned/205.TextGrid,kaisi,0.12,0.91,sentence_end,sentence_end,sentence_end,kaisi
0.0,0.17,,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,sentence_start,sentence_start,sentence_start,mabin,0.17,0.6,mabin hajagu kaisi hirundi nai buru
0.17,0.6,mabin,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,,0.0,0.17,hajagu,0.6,1.41,mabin hajagu kaisi hirundi nai buru
0.6,1.41,hajagu,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,mabin,0.17,0.6,,1.41,2.25,mabin hajagu kaisi hirundi nai buru
1.41,2.25,,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,hajagu,0.6,1.41,kaisi,2.25,2.71,mabin hajagu kaisi hirundi nai buru
2.25,2.71,kaisi,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,,1.41,2.25,hirundi,2.71,3.43,mabin hajagu kaisi hirundi nai buru
2.71,3.43,hirundi,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,kaisi,2.25,2.71,,3.43,3.6,mabin hajagu kaisi hirundi nai buru
3.43,3.6,,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,hirundi,2.71,3.43,nai,3.6,4.0,mabin hajagu kaisi hirundi nai buru
3.6,4.0,nai,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,,3.43,3.6,buru,4.0,4.27,mabin hajagu kaisi hirundi nai buru
4.0,4.27,buru,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,nai,3.6,4.0,,4.27,4.48,mabin hajagu kaisi hirundi nai buru
4.27,4.48,,YO0015_yoneshiro_grammar_20130612/aligned/204.TextGrid,buru,4.0,4.27,sentence_end,sentence_end,sentence_end,mabin hajagu kaisi hirundi nai buru
0.0,0.44,,YO0015_yoneshiro_grammar_20130612/aligned/41.TextGrid,sentence_start,sentence_start,sentence_start,qzjuuzi,0.44,1.01,qzjuuzi kutasi si turai
0.44,1.01,qzjuuzi,YO0015_yoneshiro_grammar_20130612/aligned/41.TextGrid,,0.0,0.44,kutasi,1.01,1.82,qzjuuzi kutasi si turai
1.01,1.82,kutasi,YO0015_yoneshiro_grammar_20130612/aligned/41.TextGrid,qzjuuzi,0.44,1.01,,1.82,1.92,qzjuuzi kutasi si turai
1.82,1.92,,YO0015_yoneshiro_grammar_20130612/aligned/41.TextGrid,kutasi,1.01,1.82,si,1.92,2.27,qzjuuzi kutasi si turai
1.92,2.27,si,YO0015_yoneshiro_grammar_20130612/aligned/41.TextGrid,,1.82,1.92,turai,2.27,2.61,qzjuuzi kutasi si turai
2.27,2.61,turai,YO0015_yoneshiro_grammar_20130612/aligned/41.TextGrid,si,1.92,2.27,,2.61,2.913,qzjuuzi kutasi si turai
2.61,2.913,,YO0015_yoneshiro_grammar_20130612/aligned/41.TextGrid,turai,2.27,2.61,sentence_end,sentence_end,sentence_end,qzjuuzi kutasi si turai
0.0,0.16,,YO0015_yoneshiro_grammar_20130612/aligned/40.TextGrid,sentence_start,sentence_start,sentence_start,isi,0.16,0.52,isi turai
0.16,0.52,isi,YO0015_yoneshiro_grammar_20130612/aligned/40.TextGrid,,0.0,0.16,turai,0.52,0.91,isi turai
0.52,0.91,turai,YO0015_yoneshiro_grammar_20130612/aligned/40.TextGrid,isi,0.16,0.52,,0.91,1.164,isi turai
0.91,1.164,,YO0015_yoneshiro_grammar_20130612/aligned/40.TextGrid,turai,0.52,0.91,sentence_end,sentence_end,sentence_end,isi turai
0.0,0.24,,YO0015_yoneshiro_grammar_20130612/aligned/272.TextGrid,sentence_start,sentence_start,sentence_start,qsinbundu,0.24,1.21,qsinbundu dumunsungadu macina
0.24,1.21,qsinbundu,YO0015_yoneshiro_grammar_20130612/aligned/272.TextGrid,,0.0,0.24,,1.21,1.62,qsinbundu dumunsungadu macina
1.21,1.62,,YO0015_yoneshiro_grammar_20130612/aligned/272.TextGrid,qsinbundu,0.24,1.21,dumunsungadu,1.62,2.89,qsinbundu dumunsungadu macina
1.62,2.89,dumunsungadu,YO0015_yoneshiro_grammar_20130612/aligned/272.TextGrid,,1.21,1.62,,2.89,3.49,qsinbundu dumunsungadu macina
2.89,3.49,,YO0015_yoneshiro_grammar_20130612/aligned/272.TextGrid,dumunsungadu,1.62,2.89,macina,3.49,4.26,qsinbundu dumunsungadu macina
3.49,4.26,macina,YO0015_yoneshiro_grammar_20130612/aligned/272.TextGrid,,2.89,3.49,,4.26,4.5,qsinbundu dumunsungadu macina
4.26,4.5,,YO0015_yoneshiro_grammar_20130612/aligned/272.TextGrid,macina,3.49,4.26,sentence_end,sentence_end,sentence_end,qsinbundu dumunsungadu macina
0.0,0.23,,YO0015_yoneshiro_grammar_20130612/aligned/273.TextGrid,sentence_start,sentence_start,sentence_start,macina,0.23,1.01,macina
0.23,1.01,macina,YO0015_yoneshiro_grammar_20130612/aligned/273.TextGrid,,0.0,0.23,,1.01,1.21,macina
1.01,1.21,,YO0015_yoneshiro_grammar_20130612/aligned/273.TextGrid,macina,0.23,1.01,sentence_end,sentence_end,sentence_end,macina
0.0,0.13,,YO0015_yoneshiro_grammar_20130612/aligned/155.TextGrid,sentence_start,sentence_start,sentence_start,hunnidu,0.13,0.7,hunnidu bungaje maasiku hunnidu bungaje
0.13,0.7,hunnidu,YO0015_yoneshiro_grammar_20130612/aligned/155.TextGrid,,0.0,0.13,bungaje,0.7,1.37,hunnidu bungaje maasiku hunnidu bungaje
0.7,1.37,bungaje,YO0015_yoneshiro_grammar_20130612/aligned/155.TextGrid,hunnidu,0.13,0.7,,1.37,1.72,hunnidu bungaje maasiku hunnidu bungaje
1.37,1.72,,YO0015_yoneshiro_grammar_20130612/aligned/155.TextGrid,bungaje,0.7,1.37,maasiku,1.72,2.4,hunnidu bungaje maasiku hunnidu bungaje
1.72,2.4,maasiku,YO0015_yoneshiro_grammar_20130612/aligned/155.TextGrid,,1.37,1.72,,2.4,2.45,hunnidu bungaje maasiku hunnidu bungaje
2.4,2.45,,YO0015_yoneshiro_grammar_20130612/aligned/155.TextGrid,maasiku,1.72,2.4,hunnidu,2.45,2.92,hunnidu bungaje maasiku hunnidu bungaje
2.45,2.92,hunnidu,YO0015_yoneshiro_grammar_20130612/aligned/155.TextGrid,,2.4,2.45,,2.92,2.96,hunnidu bungaje maasiku hunnidu bungaje
