t1,t2,label,fname,prev_word,prev_word_start,prev_word_end,next_word,next_word_start,next_word_end,sentence
0.0,0.09,,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,sentence_start,sentence_start,sentence_start,cigaija,0.09,0.92,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
0.09,0.92,cigaija,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,,0.0,0.09,,0.92,0.99,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
0.92,0.99,,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,cigaija,0.09,0.92,kija,0.99,1.32,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
0.99,1.32,kija,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,,0.92,0.99,kirunga,1.32,1.95,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
1.32,1.95,kirunga,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,kija,0.99,1.32,,1.95,2.75,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
1.95,2.75,,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,kirunga,1.32,1.95,qjappari,2.75,3.14,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
2.75,3.14,qjappari,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,,1.95,2.75,unu,3.14,3.31,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
3.14,3.31,unu,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,qjappari,2.75,3.14,munu,3.31,4.06,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
3.31,4.06,munu,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,unu,3.14,3.31,,4.06,4.14,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
4.06,4.14,,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,munu,3.31,4.06,qbakudan,4.14,4.71,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
4.14,4.71,qbakudan,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,,4.06,4.14,utusutukajo,4.71,5.63,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
4.71,5.63,utusutukajo,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,qbakudan,4.14,4.71,,5.63,6.245,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
5.63,6.245,,YO0010c_yoneshiro_europestory_20130424/aligned/66.TextGrid,utusutukajo,4.71,5.63,sentence_end,sentence_end,sentence_end,cigaija kija kirunga qjappari unu munu qbakudan utusutukajo
0.0,0.17,,YO0010c_yoneshiro_europestory_20130424/aligned/67.TextGrid,sentence_start,sentence_start,sentence_start,unninu,0.17,0.42,unninu basunija niguradu atarubanja
0.17,0.42,unninu,YO0010c_yoneshiro_europestory_20130424/aligned/67.TextGrid,,0.0,0.17,basunija,0.42,0.88,unninu basunija niguradu atarubanja
0.42,0.88,basunija,YO0010c_yoneshiro_europestory_20130424/aligned/67.TextGrid,unninu,0.17,0.42,niguradu,0.88,1.44,unninu basunija niguradu atarubanja
0.88,1.44,niguradu,YO0010c_yoneshiro_europestory_20130424/aligned/67.TextGrid,basunija,0.42,0.88,atarubanja,1.44,2.14,unninu basunija niguradu atarubanja
1.44,2.14,atarubanja,YO0010c_yoneshiro_europestory_20130424/aligned/67.TextGrid,niguradu,0.88,1.44,,2.14,2.535,unninu basunija niguradu atarubanja
2.14,2.535,,YO0010c_yoneshiro_europestory_20130424/aligned/67.TextGrid,atarubanja,1.44,2.14,sentence_end,sentence_end,sentence_end,unninu basunija niguradu atarubanja
0.0,0.21,,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,sentence_start,sentence_start,sentence_start,nkarankidu,0.21,0.9,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
0.21,0.9,nkarankidu,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,,0.0,0.21,qhutsuunu,0.9,1.62,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
0.9,1.62,qhutsuunu,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,nkarankidu,0.21,0.9,ttunga,1.62,2.03,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
1.62,2.03,ttunga,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,qhutsuunu,0.9,1.62,,2.03,2.58,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
2.03,2.58,,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,ttunga,1.62,2.03,nun,2.58,2.82,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
2.58,2.82,nun,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,,2.03,2.58,kiranu,2.82,3.22,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
2.82,3.22,kiranu,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,nun,2.58,2.82,ttunga,3.22,3.49,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
3.22,3.49,ttunga,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,kiranu,2.82,3.22,qgenkina,3.49,4.04,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
3.49,4.04,qgenkina,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,ttunga,3.22,3.49,ttunga,4.04,4.37,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
4.04,4.37,ttunga,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,qgenkina,3.49,4.04,,4.37,5.73,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
4.37,5.73,,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,ttunga,4.04,4.37,urutarucidindja,5.73,6.9,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
5.73,6.9,urutarucidindja,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,,4.37,5.73,udu,6.9,6.99,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
6.9,6.99,udu,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,urutarucidindja,5.73,6.9,qiciban,6.99,7.7,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
6.99,7.7,qiciban,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,udu,6.9,6.99,,7.7,7.73,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
7.7,7.73,,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,qiciban,6.99,7.7,hadiminijo,7.73,8.48,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
7.73,8.48,hadiminijo,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,,7.7,7.73,,8.48,9.151,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
8.48,9.151,,YO0010c_yoneshiro_europestory_20130424/aligned/9.TextGrid,hadiminijo,7.73,8.48,sentence_end,sentence_end,sentence_end,nkarankidu qhutsuunu ttunga nun kiranu ttunga qgenkina ttunga urutarucidindja udu qiciban hadiminijo
0.0,0.19,,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,sentence_start,sentence_start,sentence_start,unu,0.19,0.32,unu ttuntanga uriti n nkaranki uittu urusiti
0.19,0.32,unu,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,,0.0,0.19,,0.32,0.36,unu ttuntanga uriti n nkaranki uittu urusiti
0.32,0.36,,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,unu,0.19,0.32,ttuntanga,0.36,0.79,unu ttuntanga uriti n nkaranki uittu urusiti
0.36,0.79,ttuntanga,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,,0.32,0.36,uriti,0.79,1.46,unu ttuntanga uriti n nkaranki uittu urusiti
0.79,1.46,uriti,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,ttuntanga,0.36,0.79,,1.46,2.57,unu ttuntanga uriti n nkaranki uittu urusiti
1.46,2.57,,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,uriti,0.79,1.46,n,2.57,2.85,unu ttuntanga uriti n nkaranki uittu urusiti
2.57,2.85,n,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,,1.46,2.57,,2.85,2.99,unu ttuntanga uriti n nkaranki uittu urusiti
2.85,2.99,,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,n,2.57,2.85,nkaranki,2.99,3.63,unu ttuntanga uriti n nkaranki uittu urusiti
2.99,3.63,nkaranki,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,,2.85,2.99,uittu,3.63,3.94,unu ttuntanga uriti n nkaranki uittu urusiti
3.63,3.94,uittu,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,nkaranki,2.99,3.63,,3.94,4.14,unu ttuntanga uriti n nkaranki uittu urusiti
3.94,4.14,,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,uittu,3.63,3.94,urusiti,4.14,5.01,unu ttuntanga uriti n nkaranki uittu urusiti
4.14,5.01,urusiti,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,,3.94,4.14,,5.01,6.418,unu ttuntanga uriti n nkaranki uittu urusiti
5.01,6.418,,YO0010c_yoneshiro_europestory_20130424/aligned/8.TextGrid,urusiti,4.14,5.01,sentence_end,sentence_end,sentence_end,unu ttuntanga uriti n nkaranki uittu urusiti
0.0,0.17,,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,sentence_start,sentence_start,sentence_start,qkuukoonido,0.17,1.01,qkuukoonido unninu basunija niguradu atarubanja nti
0.17,1.01,qkuukoonido,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,,0.0,0.17,,1.01,2.65,qkuukoonido unninu basunija niguradu atarubanja nti
1.01,2.65,,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,qkuukoonido,0.17,1.01,unninu,2.65,2.94,qkuukoonido unninu basunija niguradu atarubanja nti
2.65,2.94,unninu,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,,1.01,2.65,basunija,2.94,3.44,qkuukoonido unninu basunija niguradu atarubanja nti
2.94,3.44,basunija,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,unninu,2.65,2.94,niguradu,3.44,3.95,qkuukoonido unninu basunija niguradu atarubanja nti
3.44,3.95,niguradu,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,basunija,2.94,3.44,atarubanja,3.95,4.71,qkuukoonido unninu basunija niguradu atarubanja nti
3.95,4.71,atarubanja,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,niguradu,3.44,3.95,,4.71,5.57,qkuukoonido unninu basunija niguradu atarubanja nti
4.71,5.57,,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,atarubanja,3.95,4.71,nti,5.57,5.88,qkuukoonido unninu basunija niguradu atarubanja nti
5.57,5.88,nti,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,,4.71,5.57,,5.88,6.34,qkuukoonido unninu basunija niguradu atarubanja nti
5.88,6.34,,YO0010c_yoneshiro_europestory_20130424/aligned/58.TextGrid,nti,5.57,5.88,sentence_end,sentence_end,sentence_end,qkuukoonido unninu basunija niguradu atarubanja nti
0.0,0.77,mo,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,sentence_start,sentence_start,sentence_start,,0.77,1.08,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
0.77,1.08,,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,mo,0.0,0.77,unninu,1.08,1.36,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
1.08,1.36,unninu,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,,0.77,1.08,qkaigontanijajo,1.36,2.49,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
1.36,2.49,qkaigontanijajo,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,unninu,1.08,1.36,,2.49,3.19,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
2.49,3.19,,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,qkaigontanijajo,1.36,2.49,nsimitansuntangadujee,3.19,4.77,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
3.19,4.77,nsimitansuntangadujee,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,,2.49,3.19,,4.77,5.6,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
4.77,5.6,,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,nsimitansuntangadujee,3.19,4.77,umatu,5.6,6.0,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
5.6,6.0,umatu,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,,4.77,5.6,,6.0,6.1,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
6.0,6.1,,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,umatu,5.6,6.0,cigai,6.1,6.4,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
6.1,6.4,cigai,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,,6.0,6.1,butaru,6.4,6.72,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
6.4,6.72,butaru,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,cigai,6.1,6.4,,6.72,7.356,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
6.72,7.356,,YO0010c_yoneshiro_europestory_20130424/aligned/83.TextGrid,butaru,6.4,6.72,sentence_end,sentence_end,sentence_end,mo unninu qkaigontanijajo nsimitansuntangadujee umatu cigai butaru
0.0,0.17,,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,sentence_start,sentence_start,sentence_start,qaredanee,0.17,0.79,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
0.17,0.79,qaredanee,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,,0.0,0.17,,0.79,1.79,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
0.79,1.79,,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,qaredanee,0.17,0.79,qkoo,1.79,2.08,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
1.79,2.08,qkoo,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,,0.79,1.79,qiu,2.08,2.22,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
2.08,2.22,qiu,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,qkoo,1.79,2.08,qfuuni,2.22,2.67,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
2.22,2.67,qfuuni,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,qiu,2.08,2.22,,2.67,3.84,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
2.67,3.84,,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,qfuuni,2.22,2.67,tunbain,3.84,4.57,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
3.84,4.57,tunbain,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,,2.67,3.84,,4.57,5.44,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
4.57,5.44,,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,tunbain,3.84,4.57,tunnga,5.44,5.77,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
5.44,5.77,tunnga,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,,4.57,5.44,ataja,5.77,6.18,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
5.77,6.18,ataja,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,tunnga,5.44,5.77,butu,6.18,6.55,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
6.18,6.55,butu,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,ataja,5.77,6.18,abi,6.55,6.96,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
6.55,6.96,abi,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,butu,6.18,6.55,,6.96,7.26,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
6.96,7.26,,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,abi,6.55,6.96,butunga,7.26,7.69,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
7.26,7.69,butunga,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,,6.96,7.26,ataja,7.69,8.03,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
7.69,8.03,ataja,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,butunga,7.26,7.69,tun,8.03,8.39,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
8.03,8.39,tun,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,ataja,7.69,8.03,abindijo,8.39,9.03,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
8.39,9.03,abindijo,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,tun,8.03,8.39,,9.03,9.41,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
9.03,9.41,,YO0010c_yoneshiro_europestory_20130424/aligned/82.TextGrid,abindijo,8.39,9.03,sentence_end,sentence_end,sentence_end,qaredanee qkoo qiu qfuuni tunbain tunnga ataja butu abi butunga ataja tun abindijo
0.0,0.25,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,sentence_start,sentence_start,sentence_start,qcekosurobakiadu,0.25,1.43,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
0.25,1.43,qcekosurobakiadu,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,0.0,0.25,arungara,1.43,1.79,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
1.43,1.79,arungara,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,qcekosurobakiadu,0.25,1.43,anuja,1.79,2.23,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
1.79,2.23,anuja,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,arungara,1.43,1.79,,2.23,3.04,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
2.23,3.04,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,anuja,1.79,2.23,n,3.04,4.03,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
3.04,4.03,n,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,2.23,3.04,,4.03,4.06,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
4.03,4.06,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,n,3.04,4.03,qgarasu,4.06,4.48,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
4.06,4.48,qgarasu,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,4.03,4.06,,4.48,4.51,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
4.48,4.51,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,qgarasu,4.06,4.48,qkoozjoojo,4.51,5.2,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
4.51,5.2,qkoozjoojo,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,4.48,4.51,,5.2,5.33,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
5.2,5.33,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,qkoozjoojo,4.51,5.2,umija,5.33,5.87,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
5.33,5.87,umija,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,5.2,5.33,nni,5.87,6.09,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
5.87,6.09,nni,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,umija,5.33,5.87,,6.09,6.14,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
6.09,6.14,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,nni,5.87,6.09,nnaminungara,6.14,6.68,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
6.14,6.68,nnaminungara,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,6.09,6.14,,6.68,7.29,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
6.68,7.29,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,nnaminungara,6.14,6.68,qgarasu,7.29,7.9,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
7.29,7.9,qgarasu,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,6.68,7.29,,7.9,7.99,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
7.9,7.99,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,qgarasu,7.29,7.9,qkoozjoonki,7.99,8.61,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
7.99,8.61,qkoozjoonki,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,,7.9,7.99,ititi,8.61,9.25,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
8.61,9.25,ititi,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,qkoozjoonki,7.99,8.61,,9.25,9.76,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
9.25,9.76,,YO0010c_yoneshiro_europestory_20130424/aligned/11.TextGrid,ititi,8.61,9.25,sentence_end,sentence_end,sentence_end,qcekosurobakiadu arungara anuja n qgarasu qkoozjoojo umija nni nnaminungara qgarasu qkoozjoonki ititi
0.0,0.23,,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,sentence_start,sentence_start,sentence_start,haa,0.23,0.68,haa cirumadu ansujandi umutarucidima nti kumanki uriti
0.23,0.68,haa,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,,0.0,0.23,,0.68,0.8,haa cirumadu ansujandi umutarucidima nti kumanki uriti
0.68,0.8,,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,haa,0.23,0.68,cirumadu,0.8,1.18,haa cirumadu ansujandi umutarucidima nti kumanki uriti
0.8,1.18,cirumadu,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,,0.68,0.8,ansujandi,1.18,1.67,haa cirumadu ansujandi umutarucidima nti kumanki uriti
1.18,1.67,ansujandi,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,cirumadu,0.8,1.18,umutarucidima,1.67,2.44,haa cirumadu ansujandi umutarucidima nti kumanki uriti
1.67,2.44,umutarucidima,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,ansujandi,1.18,1.67,,2.44,3.37,haa cirumadu ansujandi umutarucidima nti kumanki uriti
2.44,3.37,,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,umutarucidima,1.67,2.44,nti,3.37,3.71,haa cirumadu ansujandi umutarucidima nti kumanki uriti
3.37,3.71,nti,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,,2.44,3.37,kumanki,3.71,4.1,haa cirumadu ansujandi umutarucidima nti kumanki uriti
3.71,4.1,kumanki,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,nti,3.37,3.71,uriti,4.1,4.62,haa cirumadu ansujandi umutarucidima nti kumanki uriti
4.1,4.62,uriti,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,kumanki,3.71,4.1,,4.62,5.239,haa cirumadu ansujandi umutarucidima nti kumanki uriti
4.62,5.239,,YO0010c_yoneshiro_europestory_20130424/aligned/10.TextGrid,uriti,4.1,4.62,sentence_end,sentence_end,sentence_end,haa cirumadu ansujandi umutarucidima nti kumanki uriti
0.0,0.38,,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,sentence_start,sentence_start,sentence_start,kamaja,0.38,1.09,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
0.38,1.09,kamaja,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,,0.0,0.38,,1.09,1.39,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
1.09,1.39,,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,kamaja,0.38,1.09,qtokeebain,1.39,2.24,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
1.39,2.24,qtokeebain,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,,1.09,1.39,,2.24,3.04,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
2.24,3.04,,YO0010c_yoneshiro_europestory_20130424/aligned/25.TextGrid,qtokeebain,1.39,2.24,qzisaboke,3.04,4.01,kamaja qtokeebain qzisaboke karindi siti qzikannga qzjuugatsunizjuusinicidu uwai bunga qnizjuusicinicigara
