Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
3950513,3953180,i ha-nu-ti tu-nd-i hi-n=na=jo,234,i hanuti tundi hinnajo
3958875,3960809,i ha-nu-ti tu-nd-i hi-n=na=jo,235,i hanuti tundi hinnajo
3981624,3982831,min ami-ti,236,min amiti
4002328,4004175,min ami-ti nindi=du bur-u,237,min amiti nindidu buru
4006282,4008789,min ami-ti nindi=du bur-u,238,min amiti nindidu buru
4014989,4016195,nindi=du bur-u,239,nindidu buru
4035809,4037216,min ami-ti=du,240,min amitidu
4037846,4039833,min ami-ti=du nind-u=do,241,min amitidu nindudo
4041228,4043135,min ami-ti=du nind-u=do,242,min amitidu nindudo
4067124,4068891,min ami-ti=du nind-i=jo,243,min amitidu nindijo
4072110,4073910,min ami-ti=du nind-u=do,244,min amitidu nindudo
4089132,4090446,min ami-ti=du,245,min amitidu
4142852,4145219,minaga=nu tsa=du turu<=to=ga ittan=dessjo>,247,minaganu tsadu turuqtoga qittandessjo
4151465,4153547,minaga=nu tsa=du turi<=to iu=kara>,248,minaganu tsadu turiqto qiukara
4174372,4176179,minaga=nu tsa tur-i=jo,249,minaganu tsa turijo
4178062,4179795,minaga=nu tsa tur-i=jo,250,minaganu tsa turijo
4210168,4211086,tu-ta-ru=do,251,tutarudo
4225973,4227686,minaga=nki tu-nd-i-ti=du,252,minaganki tunditidu
4228379,4229699,tsa tu-ta-ru=do,253,tsa tutarudo
4238463,4239917,tsa=du tu-ta-ru=do,254,tsadu tutarudo
4264855,4266141,unu ttu=ja,255,unu ttuja
4270634,4272407,cikara=n susa-bi=ti,256,cikaran susabiti
4293970,4296750,unu ttu=ja taga-bi-ti,258,unu ttuja tagabiti
4298716,4300236,cikara=n su-sa=daru,259,cikaran susadaru
4304419,4305672,taga-bi-ti,260,tagabiti
4320246,4321830,cikara=n su-sa=daru,262,cikaran susadaru
4348081,4349641,kadi=n su-sa=daru,264,kadin susadaru
4354044,4355758,kadi=n su-sa=daru,265,kadin susadaru
4371079,4374159,nnu haja=gu ug-i-ta=ba,266,nnu hajagu ugitaba
4379475,4381595,nnu haja=gu ug-i-ta=ba,268,nnu hajagu ugitaba
4390590,4392110,maasiku aitaras-i,269,maasiku aitarasi
4395779,4397546,nnu haja=gu ug-i-ta=ba,270,nnu hajagu ugitaba
4398709,4400729,maasiku aita-n=do,271,maasiku aitando
4406502,4407775,aitaras-i kja-n=do,272,aitarasi kjando
4412487,4414487,maasiku aitaras-i kja-n=do,273,maasiku aitarasi kjando
4414922,4416902,maasiku aitaras-i kja-n=do,274,maasiku aitarasi kjando
4513560,4515160,aitaras-i kita-n=do,278,aitarasi kitando
4523832,4524925,kja-n=do,279,kjando
4525132,4526045,kita-n=do,280,kitando
4597340,4599106,sagi num-i-ta=ba,281,sagi numitaba
4599579,4604013,sagi num-i-ta=ba maasiku h-a-n=gara,282,sagi numitaba maasiku hangara
4609779,4610959,bata nt-i=du bur-u,283,bata ntidu buru
4614645,4619859,sagi num-i-ti maasiku h-a-ta=ba bata nt-i=du bur-u,284,sagi numiti maasiku hataba bata ntidu buru
4623892,4626315,maasiku h-a-ta=ba bata nt-i=du bur-u,285,maasiku hataba bata ntidu buru
4638553,4643806,sagi num-i-ti maasiku h-a-ta=ba bata nt-i=du bur-u,286,sagi numiti maasiku hataba bata ntidu buru
4646448,4648188,maasiku h-a-ta=ba,287,maasiku hataba
4650165,4651559,bata nt-i=du bur-u,288,bata ntidu buru
4674179,4675546,sagi num-i-ti,289,sagi numiti
4721530,4722323,mingadu,290,mingadu
4740542,4743989,mingadu=ja siba=biti dina=du ar-u,293,mingaduja sibabiti dinadu aru
4782833,4785026,nun=di=ba <katazuke>-ra-nu=nga,295,nundiba qkatazukeranunga
4791463,4792383,nun=di=ba,296,nundiba
4795946,4796812,nun=di=ba,297,nundiba
4807661,4808708,nun=di=ba,298,nundiba
4811568,4812841,suzi kir-a-nu=nga,300,suzi kiranunga
4816020,4817773,nun=di=ba suzi kir-a-nu=nga,301,nundiba suzi kiranunga
4822999,4824265,suzi kir-a-nu=nga,302,suzi kiranunga
4824642,4826716,nun=di=ba mja hug-a-nu=nga,303,nundiba mja huganunga
4828244,4830071,mja hug-a-nu=nga,304,mja huganunga
4841670,4843443,nun=di=ba mja hug-a-nu=nga,305,nundiba mja huganunga
4879630,4881577,nun=di=ba mja hug-a-nu=nga,307,nundiba mja huganunga
4882160,4883946,nun=di=ba mja hug-a-nu=nga,308,nundiba mja huganunga
4911500,4913500,taga=bi=ti unu nnari taga=bi=ti,309,tagabiti unu nnari tagabiti
4997002,4999029,taga=bi=ti abja-mi-nu=nggara,310,tagabiti abjaminunggara
5018170,5019170,k-a-nu-n=do,311,kanundo
5065411,5066291,k-a-nu-n=do,312,kanundo
5119623,5123050,ug-i-ta-ja maasiku aigu-n=do,316,ugitaja maasiku aigundo
5231646,5232599,nnu=ja,317,nnuja
5278050,5281284,taga-bi-ti maa-mi-nu-ta-n,319,tagabiti maaminutan
5324463,5325689,ki hi-n=dagi=jo,321,ki hindagijo
5354038,5355998,maa-mi-nu-bi-ti taga=du a-ta-ru,323,maaminubiti tagadu ataru
5358288,5359408,taga=du a-ta-ru,324,tagadu ataru
5367567,5368580,taga=du a-ta-ru,325,tagadu ataru
