Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
2063095,2066725,nindanu=ngasi=ja naranu=kaja=je,208,nindanungasija naranukajaje
2069140,2070600,naranu=kaja=je,209,naranukajaje
2084780,2088790,udu kkanu=ngasi=ja naranu=kaja=je udu kki=jo,211,udu kkanungasija naranukajaje udu kkijo
2130655,2132805,udu kkanu=ngasi=ja naranu=n=do,214,udu kkanungasija naranundo
2134360,2135220,kuiri=jo,215,kuirijo
2148360,2149670,nnari husjan=do,216,nnari husjando
2160820,2163390,nnari hwanu=ngasi=ja naranun=do,218,nnari hwanungasija naranundo
2171195,2172425,naranun=do,219,naranundo
2192845,2195265,nnari husi nsa=kaja=je,221,nnari husi nsakajaje
2200515,2202055,husi nsa=kaja=je,222,husi nsakajaje
2235995,2242985,a=nga isi warjan isi warjan nda=ja da=ni (wara..). buranun=suja<=to>,223,anga isi warjan isi warjan ndaja dani wara buranunsujaqto
2294610,2297670,nai=ja nai da=ni waru=na<=to=ga iu>,227,naija nai dani warunaqtoga qiu
2312905,2314175,nai buranun=do,229,nai buranundo
2336260,2338480,nai waranun=do<=to iu=sa>,230,nai waranundoqto qiusa
2419340,2423380,ttun umutsamjan nda=nga ndi buranu=ngasi ttun umutsa-minun=su=ja,241,ttun umutsamjan ndanga ndi buranungasi ttun umutsaminunsuja
2427340,2428980,mucikasa=du an=suja,242,mucikasadu ansuja
2442620,2444970,umutsa=nga mucikasa=du an=suja,243,umutsanga mucikasadu ansuja
2502090,2503960,hantuda=ja kiru=nga,247,hantudaja kirunga
2505095,2506735,hantuda=ja kiru=nga,248,hantudaja kirunga
